,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
25314,[],,,,,,,,,,,,,,,,,,,,
25315,[],,,,,,,,,,,,,,,,,,,,
25316,[],,,,,,,,,,,,,,,,,,,,
25317,['dancehall', 'reggae fusion'],,,,,,,,,,,,,,,,,,,
25318,[],,,,,,,,,,,,,,,,,,,,
25319,['indie r&b', 'modern indie pop'],,,,,,,,,,,,,,,,,,,
25320,['classic venezuelan pop', 'cuatro venezolano', 'folklore venezolano', 'venezuelan rock'],,,,,,,,,,,,,,,,,
25321,[],,,,,,,,,,,,,,,,,,,,
25322,[],,,,,,,,,,,,,,,,,,,,
25323,['cool jazz', 'hard bop', 'jazz saxophone'],,,,,,,,,,,,,,,,,,
25324,['chanson', 'french pop', 'french rock'],,,,,,,,,,,,,,,,,,
25325,['historic orchestral performance', 'russian romanticism'],,,,,,,,,,,,,,,,,,,
25326,['chanson', 'french pop'],,,,,,,,,,,,,,,,,,,
25327,['post-disco soul'],,,,,,,,,,,,,,,,,,,,
25328,['chanson', 'french pop'],,,,,,,,,,,,,,,,,,,
25329,[],,,,,,,,,,,,,,,,,,,,
25330,[],,,,,,,,,,,,,,,,,,,,
25331,['classical', 'early modern classical', 'neoclassicism', 'russian modern classical'],,,,,,,,,,,,,,,,,
25332,['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical'],,,,,,,,,,,,,,,,,
25333,[],,,,,,,,,,,,,,,,,,,,
25334,[],,,,,,,,,,,,,,,,,,,,
25335,['progressive uplifting trance'],,,,,,,,,,,,,,,,,,,,
25336,[],,,,,,,,,,,,,,,,,,,,
25337,[],,,,,,,,,,,,,,,,,,,,
25338,[],,,,,,,,,,,,,,,,,,,,
25339,['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock'],,,,,,,,,,,,,,,,,
25340,['pop romantico', 'rock nacional'],,,,,,,,,,,,,,,,,,,
25341,"[""canzone d'autore""", 'classic italian pop'],,,,,,,,,,,,,,,,,,,
25342,['pop romantico'],,,,,,,,,,,,,,,,,,,,
25343,['italian tenor'],,,,,,,,,,,,,,,,,,,,
25344,[],,,,,,,,,,,,,,,,,,,,
25345,[],,,,,,,,,,,,,,,,,,,,
25346,['bossa nova'],,,,,,,,,,,,,,,,,,,,
25347,[],,,,,,,,,,,,,,,,,,,,
25348,[],,,,,,,,,,,,,,,,,,,,
25349,[],,,,,,,,,,,,,,,,,,,,
25350,['dominican pop', 'latin', 'latin pop', 'merengue', 'tropical'],,,,,,,,,,,,,,,,
25351,['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican'],,,,,,,,,,,,,,,,
25352,['battle rap', 'new jersey rap'],,,,,,,,,,,,,,,,,,,
25353,['alternative metal', 'nu metal'],,,,,,,,,,,,,,,,,,,
25354,['pop reggaeton', 'salsa venezolana'],,,,,,,,,,,,,,,,,,,
25355,['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional'],,,,,,,,,,,,,,,
25356,['sesame street'],,,,,,,,,,,,,,,,,,,,
25357,['sesame street'],,,,,,,,,,,,,,,,,,,,
25358,['sesame street'],,,,,,,,,,,,,,,,,,,,
25359,['sesame street'],,,,,,,,,,,,,,,,,,,,
25360,['sesame street'],,,,,,,,,,,,,,,,,,,,
25361,['classical baritone', 'italian bass', 'opera'],,,,,,,,,,,,,,,,,,
25362,[],,,,,,,,,,,,,,,,,,,,
25363,['electropowerpop', 'modern rock', 'otacore', 'pixie', 'pop punk', 'rock'],,,,,,,,,,,,,,,
25364,['aussietronica', 'australian indie'],,,,,,,,,,,,,,,,,,,
25365,['latin christian', 'latin worship', 'rap cristiano'],,,,,,,,,,,,,,,,,,
25366,['adult standards', 'lounge'],,,,,,,,,,,,,,,,,,,
25367,['show tunes'],,,,,,,,,,,,,,,,,,,,
25368,[],,,,,,,,,,,,,,,,,,,,
25369,['new age'],,,,,,,,,,,,,,,,,,,,
25370,['synth funk'],,,,,,,,,,,,,,,,,,,,
25371,['chillstep', 'dubstep', 'edm', 'electro house', 'future bass', 'pop dance', 'pop edm', 'progressive trance'],,,,,,,,,,,,,
25372,['alternative rock', 'pop rock', 'post-grunge'],,,,,,,,,,,,,,,,,,
25373,['texas country'],,,,,,,,,,,,,,,,,,,,
25374,['celtic rock'],,,,,,,,,,,,,,,,,,,,
25375,['chinese idol pop', 'k-pop girl group'],,,,,,,,,,,,,,,,,,,
25376,[],,,,,,,,,,,,,,,,,,,,
25377,['alternative metal', 'atlanta metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock'],,,,,,,,,,,,,,,
25378,[],,,,,,,,,,,,,,,,,,,,
25379,['japanese indie rock', 'japanese shoegaze'],,,,,,,,,,,,,,,,,,,
25380,['groove room'],,,,,,,,,,,,,,,,,,,,
25381,['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary'],,,,,,,,,,,
25382,[],,,,,,,,,,,,,,,,,,,,
25383,[],,,,,,,,,,,,,,,,,,,,
25384,['dark wave', 'deathrock', 'gothic rock'],,,,,,,,,,,,,,,,,,
25385,['erotica'],,,,,,,,,,,,,,,,,,,,
25386,['punk', 'rock'],,,,,,,,,,,,,,,,,,,
25387,['musica tradicional cubana', 'son cubano', 'son cubano clasico'],,,,,,,,,,,,,,,,,,
25388,[],,,,,,,,,,,,,,,,,,,,
25389,[],,,,,,,,,,,,,,,,,,,,
25390,[],,,,,,,,,,,,,,,,,,,,
25391,[],,,,,,,,,,,,,,,,,,,,
25392,['turkish pop'],,,,,,,,,,,,,,,,,,,,
25393,['progressive trance house'],,,,,,,,,,,,,,,,,,,,
25394,['celtic', 'irish country', 'irish folk'],,,,,,,,,,,,,,,,,,
25395,['irish classical', 'irish folk', 'jig and reel'],,,,,,,,,,,,,,,,,,
25396,['italian hip hop', 'italian pop', 'trap italiana'],,,,,,,,,,,,,,,,,,
25397,['military cadence'],,,,,,,,,,,,,,,,,,,,
25398,['hollywood'],,,,,,,,,,,,,,,,,,,,
25399,['desi pop', 'filmi', 'modern bollywood', 'sufi'],,,,,,,,,,,,,,,,,
25400,['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion'],,,,,,,,,,,,,,,,,
25401,[],,,,,,,,,,,,,,,,,,,,
25402,['classic bollywood', 'filmi', 'ghazal'],,,,,,,,,,,,,,,,,,
25403,['tajik pop', 'uzbek pop'],,,,,,,,,,,,,,,,,,,
25404,['pop rap'],,,,,,,,,,,,,,,,,,,,
25405,[],,,,,,,,,,,,,,,,,,,,
25406,['g funk', 'west coast rap'],,,,,,,,,,,,,,,,,,,
25407,['alternative hip hop', 'big beat', 'downtempo', 'electronica', 'hip hop', 'trip hop', 'turntablism'],,,,,,,,,,,,,,
25408,[],,,,,,,,,,,,,,,,,,,,
25409,['new age'],,,,,,,,,,,,,,,,,,,,
25410,['alternative metal', 'boston metal', 'melodic death metal', 'melodic metalcore', 'melodic thrash', 'metalcore', 'new england metal', 'nu metal'],,,,,,,,,,,,,
25411,['dance pop', 'pop rap', 'reggae fusion'],,,,,,,,,,,,,,,,,,
25412,['rumba'],,,,,,,,,,,,,,,,,,,,
25413,['afghan pop', 'classic persian pop', 'persian pop'],,,,,,,,,,,,,,,,,,
25414,[],,,,,,,,,,,,,,,,,,,,
25415,['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,
25416,['dark trap', 'emo rap'],,,,,,,,,,,,,,,,,,,
25417,['spanish pop rock'],,,,,,,,,,,,,,,,,,,,
25418,[],,,,,,,,,,,,,,,,,,,,
25419,['spanish pop rock'],,,,,,,,,,,,,,,,,,,,
25420,['classic bollywood', 'filmi', 'ghazal'],,,,,,,,,,,,,,,,,,
25421,[],,,,,,,,,,,,,,,,,,,,
25422,['danish pop'],,,,,,,,,,,,,,,,,,,,
25423,['brit funk', 'jazz funk', 'post-disco', 'smooth jazz'],,,,,,,,,,,,,,,,,
25424,['candy pop', 'new wave pop'],,,,,,,,,,,,,,,,,,,
25425,['dark trap', 'emo rap', 'underground hip hop', 'vapor trap'],,,,,,,,,,,,,,,,,
25426,['austin americana', 'austindie', 'deep new americana', 'indie folk', 'indie rock', 'new americana', 'stomp and holler'],,,,,,,,,,,,,,
25427,['classic uk pop', 'europop', 'new wave pop', 'rock-and-roll', 'rockabilly'],,,,,,,,,,,,,,,,
25428,['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop'],,,,,,,,,,,,,,,,
25429,['pop dance', 'uk hip hop'],,,,,,,,,,,,,,,,,,,
25430,['indian fusion', 'indian jazz', 'jazz fusion'],,,,,,,,,,,,,,,,,,
25431,['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary'],,,,,,,,,,,,,,
25432,['classic israeli pop', 'israeli rock', 'israeli singer-songwriter'],,,,,,,,,,,,,,,,,,
25433,['oi', 'pub rock', 'punk', 'ska'],,,,,,,,,,,,,,,,,
25434,[],,,,,,,,,,,,,,,,,,,,
25435,['water'],,,,,,,,,,,,,,,,,,,,
25436,[],,,,,,,,,,,,,,,,,,,,
25437,['healing', 'kirtan', 'meditation', 'shamanic', 'world fusion'],,,,,,,,,,,,,,,,
25438,['alternative metal', 'modern hard rock', 'nu metal', 'post-grunge', 'wrestling'],,,,,,,,,,,,,,,,
25439,[],,,,,,,,,,,,,,,,,,,,
25440,['chamber psych', 'english indie rock', 'indie rock', 'modern alternative rock', 'modern rock'],,,,,,,,,,,,,,,,
25441,[],,,,,,,,,,,,,,,,,,,,
25442,[],,,,,,,,,,,,,,,,,,,,
25443,['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi'],,,,,,,,,,,,,,,,
25444,[],,,,,,,,,,,,,,,,,,,,
25445,['sky room'],,,,,,,,,,,,,,,,,,,,
25446,['afghan pop', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi'],,,,,,,,,,,,,,,
25447,[],,,,,,,,,,,,,,,,,,,,
25448,['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'indiecoustica', 'roots worship', 'world worship', 'worship'],,,,,,,,,,,,,
25449,['pop edm'],,,,,,,,,,,,,,,,,,,,
25450,[],,,,,,,,,,,,,,,,,,,,
25451,['glitter trance'],,,,,,,,,,,,,,,,,,,,
25452,['celtic', 'celtic punk', 'irish folk'],,,,,,,,,,,,,,,,,,
25453,['red dirt', 'roots americana', 'texas country'],,,,,,,,,,,,,,,,,,
25454,['classical piano'],,,,,,,,,,,,,,,,,,,,
25455,['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop'],,,,,,,,,,,,,,,,
25456,['hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,
25457,['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi', 'tamil pop'],,,,,,,,,,,,,,
25458,[],,,,,,,,,,,,,,,,,,,,
25459,['filmi'],,,,,,,,,,,,,,,,,,,,
25460,['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi', 'tamil pop'],,,,,,,,,,,,,,
25461,[],,,,,,,,,,,,,,,,,,,,
25462,['desi pop', 'filmi', 'modern bollywood', 'sufi'],,,,,,,,,,,,,,,,,
25463,[],,,,,,,,,,,,,,,,,,,,
25464,[],,,,,,,,,,,,,,,,,,,,
25465,[],,,,,,,,,,,,,,,,,,,,
25466,[],,,,,,,,,,,,,,,,,,,,
25467,['classic bollywood'],,,,,,,,,,,,,,,,,,,,
25468,[],,,,,,,,,,,,,,,,,,,,
25469,[],,,,,,,,,,,,,,,,,,,,
25470,[],,,,,,,,,,,,,,,,,,,,
25471,[],,,,,,,,,,,,,,,,,,,,
25472,['grupera'],,,,,,,,,,,,,,,,,,,,
25473,['kirtan', 'meditation', 'shamanic'],,,,,,,,,,,,,,,,,,
25474,['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap'],,,,,,,,,,,,,,,,
25475,[],,,,,,,,,,,,,,,,,,,,
25476,[],,,,,,,,,,,,,,,,,,,,
25477,[],,,,,,,,,,,,,,,,,,,,
25478,[],,,,,,,,,,,,,,,,,,,,
25479,['big room', 'progressive electro house', 'russian edm'],,,,,,,,,,,,,,,,,,
25480,['new jersey rap'],,,,,,,,,,,,,,,,,,,,
25481,[],,,,,,,,,,,,,,,,,,,,
25482,[],,,,,,,,,,,,,,,,,,,,
25483,[],,,,,,,,,,,,,,,,,,,,
25484,[],,,,,,,,,,,,,,,,,,,,
25485,['desi pop', 'filmi', 'modern bollywood', 'tollywood'],,,,,,,,,,,,,,,,,
25486,[],,,,,,,,,,,,,,,,,,,,
25487,['classic opm', 'opm'],,,,,,,,,,,,,,,,,,,
25488,['gothic metal', 'gothic symphonic metal', 'symphonic metal'],,,,,,,,,,,,,,,,,,
25489,[],,,,,,,,,,,,,,,,,,,,
25490,['classical guitar'],,,,,,,,,,,,,,,,,,,,
25491,['afrobeat', 'classic soul', 'funk', 'modern funk', 'neo soul', 'retro soul', 'soul', 'southern soul', 'vocal jazz'],,,,,,,,,,,,
25492,[],,,,,,,,,,,,,,,,,,,,
25493,[],,,,,,,,,,,,,,,,,,,,
25494,[],,,,,,,,,,,,,,,,,,,,
25495,['boogie', 'deep disco', 'disco', 'post-disco', 'post-disco soul'],,,,,,,,,,,,,,,,
25496,['art pop', 'chamber pop', 'chamber psych', 'dream pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'new jersey indie', 'stomp and holler'],,,,,,,,,,
25497,"[""canadian children's music"""," ""children's folk"""," ""children's music"""," ""preschool children's music""]",,,,,,,,,,,,,,,,,
25498,['hollywood', 'west end'],,,,,,,,,,,,,,,,,,,
25499,[],,,,,,,,,,,,,,,,,,,,
25500,['azonto', 'azontobeats', 'ghanaian pop'],,,,,,,,,,,,,,,,,,
25501,[],,,,,,,,,,,,,,,,,,,,
25502,[],,,,,,,,,,,,,,,,,,,,
25503,['bubblegum pop'],,,,,,,,,,,,,,,,,,,,
25504,[],,,,,,,,,,,,,,,,,,,,
25505,[],,,,,,,,,,,,,,,,,,,,
25506,['alternative country', 'country rock', 'folk', 'new americana', 'outlaw country', 'roots americana', 'roots rock', 'texas country', 'traditional folk'],,,,,,,,,,,,
25507,[],,,,,,,,,,,,,,,,,,,,
25508,['austin singer-songwriter', 'ectofolk', 'folk', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter'],,,,,,,,,,,,,,
25509,['midwest americana'],,,,,,,,,,,,,,,,,,,,
25510,['funk'],,,,,,,,,,,,,,,,,,,,
25511,['canadian pop', 'pop', 'post-teen pop', 'viral pop'],,,,,,,,,,,,,,,,,
25512,['pop rock'],,,,,,,,,,,,,,,,,,,,
25513,['chicago rap', 'hip pop', 'pop rap'],,,,,,,,,,,,,,,,,,
25514,['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,,,
25515,[],,,,,,,,,,,,,,,,,,,,
25516,['otacore'],,,,,,,,,,,,,,,,,,,,
25517,['adult standards', 'indie pop'],,,,,,,,,,,,,,,,,,,
25518,['retro metal'],,,,,,,,,,,,,,,,,,,,
25519,['alternative dance', 'dance-punk', 'dark wave', 'new rave'],,,,,,,,,,,,,,,,,
25520,['comic', 'novelty'],,,,,,,,,,,,,,,,,,,
25521,['rap', 'trap', 'underground hip hop', 'vapor trap'],,,,,,,,,,,,,,,,,
25522,['britpop', 'york indie'],,,,,,,,,,,,,,,,,,,
25523,['hardcore hip hop', 'hip hop'],,,,,,,,,,,,,,,,,,,
25524,['hardcore hip hop', 'hip hop'],,,,,,,,,,,,,,,,,,,
25525,[],,,,,,,,,,,,,,,,,,,,
25526,[],,,,,,,,,,,,,,,,,,,,
25527,['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock'],,,,,,,,,,,,,,,
25528,['j-pop', 'j-poprock', 'j-rock'],,,,,,,,,,,,,,,,,,
25529,[],,,,,,,,,,,,,,,,,,,,
25530,[],,,,,,,,,,,,,,,,,,,,
25531,['brooklyn drill', 'new york drill', 'nyc rap'],,,,,,,,,,,,,,,,,,
25532,[],,,,,,,,,,,,,,,,,,,,
25533,['islamic recitation', 'quran'],,,,,,,,,,,,,,,,,,,
25534,[],,,,,,,,,,,,,,,,,,,,
25535,[],,,,,,,,,,,,,,,,,,,,
25536,['freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'rock drums', 'urban contemporary'],,,,,,,,,,,,,
25537,['freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'rock drums', 'urban contemporary'],,,,,,,,,,,,,
25538,[],,,,,,,,,,,,,,,,,,,,
25539,['indonesian alternative rock', 'indonesian indie', 'indonesian pop'],,,,,,,,,,,,,,,,,,
25540,['filmi', 'modern bollywood'],,,,,,,,,,,,,,,,,,,
25541,['gospel'],,,,,,,,,,,,,,,,,,,,
25542,[],,,,,,,,,,,,,,,,,,,,
25543,[],,,,,,,,,,,,,,,,,,,,
25544,['movie tunes'],,,,,,,,,,,,,,,,,,,,
25545,['folk', 'lilith', 'new americana', 'new wave pop'],,,,,,,,,,,,,,,,,
25546,[],,,,,,,,,,,,,,,,,,,,
25547,['pop rap', 'rap', 'trap', 'virginia hip hop'],,,,,,,,,,,,,,,,,
25548,['brill building pop', 'deep adult standards', 'doo-wop'],,,,,,,,,,,,,,,,,,
25549,[],,,,,,,,,,,,,,,,,,,,
25550,['cool jazz', 'hard bop', 'jazz drums'],,,,,,,,,,,,,,,,,,
25551,[],,,,,,,,,,,,,,,,,,,,
25552,['classic country pop'],,,,,,,,,,,,,,,,,,,,
25553,['swamp blues', 'swamp pop'],,,,,,,,,,,,,,,,,,,
25554,[],,,,,,,,,,,,,,,,,,,,
25555,['contemporary country', 'country', 'country road', 'country rock'],,,,,,,,,,,,,,,,,
25556,['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock'],,,,,,,,,,,,,
25557,[],,,,,,,,,,,,,,,,,,,,
25558,['australian indie', 'australian pop', 'folk-pop', 'pop rock'],,,,,,,,,,,,,,,,,
25559,[],,,,,,,,,,,,,,,,,,,,
25560,['australian rock'],,,,,,,,,,,,,,,,,,,,
25561,['canadian electronic', 'progressive trance'],,,,,,,,,,,,,,,,,,,
25562,['broadway', 'hollywood', 'show tunes'],,,,,,,,,,,,,,,,,,
25563,['classic canadian rock'],,,,,,,,,,,,,,,,,,,,
25564,['dutch house'],,,,,,,,,,,,,,,,,,,,
25565,[],,,,,,,,,,,,,,,,,,,,
25566,['broadway'],,,,,,,,,,,,,,,,,,,,
25567,[],,,,,,,,,,,,,,,,,,,,
25568,[],,,,,,,,,,,,,,,,,,,,
25569,['classical baritone', 'classical performance', 'opera'],,,,,,,,,,,,,,,,,,
25570,[],,,,,,,,,,,,,,,,,,,,
25571,[],,,,,,,,,,,,,,,,,,,,
25572,[],,,,,,,,,,,,,,,,,,,,
25573,[],,,,,,,,,,,,,,,,,,,,
25574,[],,,,,,,,,,,,,,,,,,,,
25575,['folk', 'lilith', 'mellow gold', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'rock'],,,,,,,,,,,,,
25576,[],,,,,,,,,,,,,,,,,,,,
25577,[],,,,,,,,,,,,,,,,,,,,
25578,[],,,,,,,,,,,,,,,,,,,,
25579,[],,,,,,,,,,,,,,,,,,,,
25580,['classic city pop', 'shibuya-kei'],,,,,,,,,,,,,,,,,,,
25581,[],,,,,,,,,,,,,,,,,,,,
25582,['meme rap'],,,,,,,,,,,,,,,,,,,,
25583,[],,,,,,,,,,,,,,,,,,,,
25584,['lo-fi chill', 'sad rap'],,,,,,,,,,,,,,,,,,,
25585,['lo-fi chill', 'sad rap'],,,,,,,,,,,,,,,,,,,
25586,[],,,,,,,,,,,,,,,,,,,,
25587,['desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi'],,,,,,,,,,,,,,,,
25588,['ukulele'],,,,,,,,,,,,,,,,,,,,
25589,[],,,,,,,,,,,,,,,,,,,,
25590,[],,,,,,,,,,,,,,,,,,,,
25591,['kannada bhava geethe'],,,,,,,,,,,,,,,,,,,,
25592,['kirtan', 'shamanic'],,,,,,,,,,,,,,,,,,,
25593,['classic korean pop'],,,,,,,,,,,,,,,,,,,,
25594,['korean pop'],,,,,,,,,,,,,,,,,,,,
25595,['balearic'],,,,,,,,,,,,,,,,,,,,
25596,['alternative metal', 'nu metal', 'post-grunge'],,,,,,,,,,,,,,,,,,
25597,['ambeat'],,,,,,,,,,,,,,,,,,,,
25598,[],,,,,,,,,,,,,,,,,,,,
25599,['japanese traditional', 'koto'],,,,,,,,,,,,,,,,,,,
25600,['jumptek'],,,,,,,,,,,,,,,,,,,,
25601,['psychedelic trance'],,,,,,,,,,,,,,,,,,,,
25602,['japanese alternative rock'],,,,,,,,,,,,,,,,,,,,
25603,[],,,,,,,,,,,,,,,,,,,,
25604,['alternative dance', 'dance-punk', 'electronic rock', 'electropop', 'indietronica'],,,,,,,,,,,,,,,,
25605,['austin americana', 'deep new americana', 'southern americana'],,,,,,,,,,,,,,,,,,
25606,['disney', 'movie tunes'],,,,,,,,,,,,,,,,,,,
25607,[],,,,,,,,,,,,,,,,,,,,
25608,['medieval folk', 'rune folk'],,,,,,,,,,,,,,,,,,,
25609,[],,,,,,,,,,,,,,,,,,,,
25610,[],,,,,,,,,,,,,,,,,,,,
25611,['disco'],,,,,,,,,,,,,,,,,,,,
25612,['doo-wop', 'rhythm and blues'],,,,,,,,,,,,,,,,,,,
25613,['adult standards', 'brill building pop', 'classic uk pop', 'easy listening', 'lounge', 'vocal jazz'],,,,,,,,,,,,,,,
25614,[],,,,,,,,,,,,,,,,,,,,
25615,['classic soul', 'quiet storm', 'soul', 'southern soul', 'southern soul blues'],,,,,,,,,,,,,,,,
25616,['contemporary gospel', 'gospel'],,,,,,,,,,,,,,,,,,,
25617,['british folk'],,,,,,,,,,,,,,,,,,,,
25618,['northern soul'],,,,,,,,,,,,,,,,,,,,
25619,['adult standards', 'vocal jazz'],,,,,,,,,,,,,,,,,,,
25620,['c-pop', 'cantopop', 'classic cantopop'],,,,,,,,,,,,,,,,,,
25621,['new jack swing', 'quiet storm', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,,
25622,[],,,,,,,,,,,,,,,,,,,,
25623,['classical mezzo-soprano', 'opera'],,,,,,,,,,,,,,,,,,,
25624,['anime score', 'japanese soundtrack'],,,,,,,,,,,,,,,,,,,
25625,[],,,,,,,,,,,,,,,,,,,,
25626,[],,,,,,,,,,,,,,,,,,,,
25627,[],,,,,,,,,,,,,,,,,,,,
25628,[],,,,,,,,,,,,,,,,,,,,
25629,[],,,,,,,,,,,,,,,,,,,,
25630,['hindustani classical', 'hindustani instrumental', 'indian classical'],,,,,,,,,,,,,,,,,,
25631,['classic j-pop', 'j-pop'],,,,,,,,,,,,,,,,,,,
25632,[],,,,,,,,,,,,,,,,,,,,
25633,['ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical'],,,,,,,,,,,,,,,,,
25634,[],,,,,,,,,,,,,,,,,,,,
25635,[],,,,,,,,,,,,,,,,,,,,
25636,['australian dance', 'drum and bass', 'electro house', 'jump up', 'liquid funk'],,,,,,,,,,,,,,,,
25637,['classic rock', 'folk rock', 'nederpop', 'psychedelic rock'],,,,,,,,,,,,,,,,,
25638,['indie garage rock', 'tempe indie'],,,,,,,,,,,,,,,,,,,
25639,['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,
25640,[],,,,,,,,,,,,,,,,,,,,
25641,['anime', 'anime rock', 'anime score', 'j-pop', 'j-poprock', 'otacore'],,,,,,,,,,,,,,,
25642,[],,,,,,,,,,,,,,,,,,,,
25643,['uzbek traditional'],,,,,,,,,,,,,,,,,,,,
25644,['j-punk', 'japanese garage rock', 'japanese girl punk', 'japanese pop punk', 'japanese punk rock'],,,,,,,,,,,,,,,,
25645,['barbadian pop', 'dance pop', 'post-teen pop'],,,,,,,,,,,,,,,,,,
25646,['outlaw country', 'roots americana', 'roots rock', 'texas country'],,,,,,,,,,,,,,,,,
25647,['album rock'],,,,,,,,,,,,,,,,,,,,
25648,['viral trap'],,,,,,,,,,,,,,,,,,,,
25649,['atl hip hop', 'dirty south rap', 'pop rap', 'southern hip hop'],,,,,,,,,,,,,,,,,
25650,['baltimore hip hop', 'cali rap'],,,,,,,,,,,,,,,,,,,
25651,['cali rap', 'trap', 'underground hip hop', 'vapor trap'],,,,,,,,,,,,,,,,,
25652,[],,,,,,,,,,,,,,,,,,,,
25653,['motown'],,,,,,,,,,,,,,,,,,,,
25654,[],,,,,,,,,,,,,,,,,,,,
25655,[],,,,,,,,,,,,,,,,,,,,
25656,['meme rap', 'sad rap'],,,,,,,,,,,,,,,,,,,
25657,"[""children's music""", 'vbs'],,,,,,,,,,,,,,,,,,,
25658,['alternative country', 'deep new americana', 'indie folk', 'modern blues rock', 'new americana', 'roots rock', 'south carolina indie', 'stomp and holler'],,,,,,,,,,,,,
25659,[],,,,,,,,,,,,,,,,,,,,
25660,[],,,,,,,,,,,,,,,,,,,,
25661,[],,,,,,,,,,,,,,,,,,,,
25662,['classic uk pop', 'glam rock'],,,,,,,,,,,,,,,,,,,
25663,['alternative hip hop', 'bronx hip hop', 'hardcore hip hop', 'hip hop', 'turntablism'],,,,,,,,,,,,,,,,
25664,['big room', 'classic hardstyle', 'deep big room', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house'],,,,,,,,,,,,,
25665,['downtempo', 'livetronica', 'new tribe', 'psychedelic trance', 'psychill'],,,,,,,,,,,,,,,,
25666,['desi pop', 'filmi', 'modern bollywood', 'sufi'],,,,,,,,,,,,,,,,,
25667,['dance rock', 'new romantic', 'new wave', 'synthpop'],,,,,,,,,,,,,,,,,
25668,[],,,,,,,,,,,,,,,,,,,,
25669,[],,,,,,,,,,,,,,,,,,,,
25670,[],,,,,,,,,,,,,,,,,,,,
25671,[],,,,,,,,,,,,,,,,,,,,
25672,['afrobeat', 'classic soul', 'funk', 'indie soul', 'jazz funk', 'psychedelic soul', 'soul', 'southern soul'],,,,,,,,,,,,,
25673,['tech trance'],,,,,,,,,,,,,,,,,,,,
25674,['classic israeli pop'],,,,,,,,,,,,,,,,,,,,
25675,[],,,,,,,,,,,,,,,,,,,,
25676,[],,,,,,,,,,,,,,,,,,,,
25677,['j-indie', 'japanese shoegaze'],,,,,,,,,,,,,,,,,,,
25678,['minimal tech house'],,,,,,,,,,,,,,,,,,,,
25679,['soca'],,,,,,,,,,,,,,,,,,,,
25680,['indie pop rap', 'pop rap'],,,,,,,,,,,,,,,,,,,
25681,['alternative dance', 'dance-punk', 'indietronica', 'new rave'],,,,,,,,,,,,,,,,,
25682,['alternative r&b', 'portland hip hop'],,,,,,,,,,,,,,,,,,,
25683,['dmv rap', 'drill', 'rap', 'southern hip hop', 'trap', 'vapor trap'],,,,,,,,,,,,,,,
25684,[],,,,,,,,,,,,,,,,,,,,
25685,[],,,,,,,,,,,,,,,,,,,,
25686,[],,,,,,,,,,,,,,,,,,,,
25687,[],,,,,,,,,,,,,,,,,,,,
25688,[],,,,,,,,,,,,,,,,,,,,
25689,[],,,,,,,,,,,,,,,,,,,,
25690,[],,,,,,,,,,,,,,,,,,,,
25691,[],,,,,,,,,,,,,,,,,,,,
25692,['bangla', 'filmi'],,,,,,,,,,,,,,,,,,,
25693,[],,,,,,,,,,,,,,,,,,,,
