,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
378,['musica costarricense'],,,,,,,,,,,,,,,,,,,,
379,[],,,,,,,,,,,,,,,,,,,,
380,[],,,,,,,,,,,,,,,,,,,,
381,[],,,,,,,,,,,,,,,,,,,,
382,[],,,,,,,,,,,,,,,,,,,,
383,['oi', 'street punk', 'uk82'],,,,,,,,,,,,,,,,,,
384,[],,,,,,,,,,,,,,,,,,,,
385,[],,,,,,,,,,,,,,,,,,,,
386,['indie psych-pop', 'shimmer psych'],,,,,,,,,,,,,,,,,,,
387,['abstract hip hop', 'alternative hip hop', 'underground rap'],,,,,,,,,,,,,,,,,,
388,['progressive psytrance'],,,,,,,,,,,,,,,,,,,,
389,['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'russian trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,
390,['indie punk'],,,,,,,,,,,,,,,,,,,,
391,['german punk', 'german rock', 'neue deutsche welle'],,,,,,,,,,,,,,,,,,
392,['dub', 'reggae', 'rock steady', 'roots reggae', 'ska'],,,,,,,,,,,,,,,,
393,[],,,,,,,,,,,,,,,,,,,,
394,[],,,,,,,,,,,,,,,,,,,,
395,[],,,,,,,,,,,,,,,,,,,,
396,[],,,,,,,,,,,,,,,,,,,,
397,[],,,,,,,,,,,,,,,,,,,,
398,['baroque ensemble', 'british orchestra', 'choral', 'classical performance', 'historically informed performance'],,,,,,,,,,,,,,,,
399,['british orchestra', 'chamber orchestra', 'classical', 'classical performance'],,,,,,,,,,,,,,,,,
400,['choral'],,,,,,,,,,,,,,,,,,,,
401,['cumbia sonidera', 'musica costena', 'ranchera'],,,,,,,,,,,,,,,,,,
402,['italian baroque ensemble'],,,,,,,,,,,,,,,,,,,,
403,['album rock', 'german heavy metal', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal'],,,,,,,,,,,
404,['christian alternative rock', 'dreamo', 'emo', 'neon pop punk', 'pop punk', 'screamo'],,,,,,,,,,,,,,,
405,['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,,
406,['album rock', 'glam metal', 'hard rock', 'metal', 'rock'],,,,,,,,,,,,,,,,
407,['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'],,,,,,,,,,,,,
408,[],,,,,,,,,,,,,,,,,,,,
409,['classic soul'],,,,,,,,,,,,,,,,,,,,
410,['progressive psytrance', 'psychedelic trance'],,,,,,,,,,,,,,,,,,,
411,['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock'],,,,,,,,,,,,,,,
412,[],,,,,,,,,,,,,,,,,,,,
413,[],,,,,,,,,,,,,,,,,,,,
414,['mexican rock-and-roll', 'ranchera'],,,,,,,,,,,,,,,,,,,
415,['abstract hip hop', 'alternative hip hop', 'hip hop', 'turntablism', 'underground rap'],,,,,,,,,,,,,,,,
416,['canzone napoletana', 'classic italian pop', 'vintage italian pop'],,,,,,,,,,,,,,,,,,
417,[],,,,,,,,,,,,,,,,,,,,
418,['doom metal', 'louisiana metal', 'sludge metal', 'stoner metal'],,,,,,,,,,,,,,,,,
419,['doom metal', 'gaian doom', 'psychedelic doom', 'retro metal', 'sludge metal', 'space rock', 'stoner metal', 'stoner rock'],,,,,,,,,,,,,
420,[],,,,,,,,,,,,,,,,,,,,
421,[],,,,,,,,,,,,,,,,,,,,
422,['adult standards', 'ballroom', 'brill building pop', 'easy listening', 'jazz clarinet', 'lounge'],,,,,,,,,,,,,,,
423,['british jazz', 'smooth jazz'],,,,,,,,,,,,,,,,,,,
424,[],,,,,,,,,,,,,,,,,,,,
425,['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop'],,,,,,,,,,,,,
426,[],,,,,,,,,,,,,,,,,,,,
427,['uplifting trance'],,,,,,,,,,,,,,,,,,,,
428,[],,,,,,,,,,,,,,,,,,,,
429,['progressive trance house'],,,,,,,,,,,,,,,,,,,,
430,[],,,,,,,,,,,,,,,,,,,,
431,['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock'],,,,,,,,,,,,,
432,['tango', 'tango cancion', 'vintage tango'],,,,,,,,,,,,,,,,,,
433,['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical'],,,,,,,,,,,,,,,,
434,['dance rock', 'double drumming', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'ska'],,,,,,,,,,,,,
435,['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave'],,,,,,,,,,,,,,,,
436,['country rap', 'military rap', 'redneck'],,,,,,,,,,,,,,,,,,
437,[],,,,,,,,,,,,,,,,,,,,
438,['contemporary country', 'country pop'],,,,,,,,,,,,,,,,,,,
439,['progressive uplifting trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,,
440,[],,,,,,,,,,,,,,,,,,,,
441,['progressive uplifting trance'],,,,,,,,,,,,,,,,,,,,
442,[],,,,,,,,,,,,,,,,,,,,
443,[],,,,,,,,,,,,,,,,,,,,
444,['harmonica blues'],,,,,,,,,,,,,,,,,,,,
445,['pop', 'post-teen pop'],,,,,,,,,,,,,,,,,,,
446,[],,,,,,,,,,,,,,,,,,,,
447,['indie poptimism', 'modern alternative rock', 'modern rock', 'rebel blues'],,,,,,,,,,,,,,,,,
448,['british classical piano'],,,,,,,,,,,,,,,,,,,,
449,['canadian electronic'],,,,,,,,,,,,,,,,,,,,
450,['canadian electronic'],,,,,,,,,,,,,,,,,,,,
451,[],,,,,,,,,,,,,,,,,,,,
452,['dance pop', 'electropop', 'idol', 'pop', 'post-teen pop'],,,,,,,,,,,,,,,,
453,['pop rock'],,,,,,,,,,,,,,,,,,,,
454,['polish techno'],,,,,,,,,,,,,,,,,,,,
455,[],,,,,,,,,,,,,,,,,,,,
456,['progressive house', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,
457,['broadway', 'hollywood', 'show tunes'],,,,,,,,,,,,,,,,,,
458,['deep disco house'],,,,,,,,,,,,,,,,,,,,
459,['comedy', 'comic'],,,,,,,,,,,,,,,,,,,
460,['progressive uplifting trance'],,,,,,,,,,,,,,,,,,,,
461,[],,,,,,,,,,,,,,,,,,,,
462,[],,,,,,,,,,,,,,,,,,,,
463,['acid house', 'hardcore techno', 'hip house'],,,,,,,,,,,,,,,,,,
464,['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,
465,['banda', 'corrido', 'deep regional mexican', 'norteno', 'regional mexican'],,,,,,,,,,,,,,,,
466,['indie electropop'],,,,,,,,,,,,,,,,,,,,
467,[],,,,,,,,,,,,,,,,,,,,
468,[],,,,,,,,,,,,,,,,,,,,
469,['american folk revival'],,,,,,,,,,,,,,,,,,,,
470,['british soul', 'pop', 'pop soul', 'uk pop'],,,,,,,,,,,,,,,,,
471,[],,,,,,,,,,,,,,,,,,,,
472,[],,,,,,,,,,,,,,,,,,,,
473,['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock'],,,,,,,,,,,,,,
474,['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock'],,,,,,,,,,,,,,,
475,[],,,,,,,,,,,,,,,,,,,,
476,[],,,,,,,,,,,,,,,,,,,,
477,['new age'],,,,,,,,,,,,,,,,,,,,
478,['vocal trance'],,,,,,,,,,,,,,,,,,,,
479,['hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,
480,[],,,,,,,,,,,,,,,,,,,,
481,[],,,,,,,,,,,,,,,,,,,,
482,[],,,,,,,,,,,,,,,,,,,,
483,[],,,,,,,,,,,,,,,,,,,,
484,['latin', 'salsa', 'salsa venezolana', 'tropical'],,,,,,,,,,,,,,,,,
485,['latin', 'salsa', 'salsa venezolana', 'tropical'],,,,,,,,,,,,,,,,,
486,[],,,,,,,,,,,,,,,,,,,,
487,['classical tenor'],,,,,,,,,,,,,,,,,,,,
488,[],,,,,,,,,,,,,,,,,,,,
489,['guitarra argentina'],,,,,,,,,,,,,,,,,,,,
490,[],,,,,,,,,,,,,,,,,,,,
491,[],,,,,,,,,,,,,,,,,,,,
492,[],,,,,,,,,,,,,,,,,,,,
493,['classic soundtrack'],,,,,,,,,,,,,,,,,,,,
494,[],,,,,,,,,,,,,,,,,,,,
495,['early romantic era', 'french opera', 'french romanticism'],,,,,,,,,,,,,,,,,,
496,[],,,,,,,,,,,,,,,,,,,,
497,['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle'],,,,,,,,,,,,,,,,,
498,[],,,,,,,,,,,,,,,,,,,,
499,[],,,,,,,,,,,,,,,,,,,,
500,[],,,,,,,,,,,,,,,,,,,,
501,['yacht rock'],,,,,,,,,,,,,,,,,,,,
502,[],,,,,,,,,,,,,,,,,,,,
503,['pop r&b'],,,,,,,,,,,,,,,,,,,,
504,[],,,,,,,,,,,,,,,,,,,,
505,[],,,,,,,,,,,,,,,,,,,,
506,['movie tunes'],,,,,,,,,,,,,,,,,,,,
507,[],,,,,,,,,,,,,,,,,,,,
508,['italian mezzo-soprano'],,,,,,,,,,,,,,,,,,,,
509,['spanish indie pop'],,,,,,,,,,,,,,,,,,,,
510,[],,,,,,,,,,,,,,,,,,,,
511,['classical soprano'],,,,,,,,,,,,,,,,,,,,
512,['early music', 'madrigal', 'renaissance'],,,,,,,,,,,,,,,,,,
513,['classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
514,['american contemporary classical'],,,,,,,,,,,,,,,,,,,,
515,[],,,,,,,,,,,,,,,,,,,,
516,[],,,,,,,,,,,,,,,,,,,,
517,['latin classical'],,,,,,,,,,,,,,,,,,,,
518,['xtra raw'],,,,,,,,,,,,,,,,,,,,
519,['brostep', 'canadian electronic', 'chillstep', 'edm', 'electro house', 'electronic trap', 'electropop', 'filthstep', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm'],,,,,,,,,
520,['indie pop'],,,,,,,,,,,,,,,,,,,,
521,['thai pop'],,,,,,,,,,,,,,,,,,,,
522,['dutch edm', 'gaming edm', 'pop edm'],,,,,,,,,,,,,,,,,,
523,['classic opm', 'opm'],,,,,,,,,,,,,,,,,,,
524,['album rock', 'classic rock', 'hard rock', 'rock'],,,,,,,,,,,,,,,,,
525,['bass trap', 'edm', 'gaming edm', 'traprun'],,,,,,,,,,,,,,,,,
526,['deep techno'],,,,,,,,,,,,,,,,,,,,
527,['album rock', 'classic rock', 'hard rock', 'rock'],,,,,,,,,,,,,,,,,
528,[],,,,,,,,,,,,,,,,,,,,
529,[],,,,,,,,,,,,,,,,,,,,
530,['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'hip hop'],,,,,,,,,,,,,,,,,
531,['chillstep', 'future bass', 'vapor twitch', 'wave'],,,,,,,,,,,,,,,,,
532,[],,,,,,,,,,,,,,,,,,,,
533,[],,,,,,,,,,,,,,,,,,,,
534,[],,,,,,,,,,,,,,,,,,,,
535,[],,,,,,,,,,,,,,,,,,,,
536,[],,,,,,,,,,,,,,,,,,,,
537,['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop'],,,,,,,,,,,,,,,
538,['latin jazz', 'musica tradicional cubana'],,,,,,,,,,,,,,,,,,,
539,[],,,,,,,,,,,,,,,,,,,,
540,['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house'],,,,,,,,,,,
541,['comedy rap', 'gangster rap', 'hip hop', 'rap'],,,,,,,,,,,,,,,,,
542,['chicha', 'cumbia', 'nu-cumbia'],,,,,,,,,,,,,,,,,,
543,['deep indian pop', 'filmi', 'mollywood'],,,,,,,,,,,,,,,,,,
544,['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,
545,['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'minneapolis metal', 'progressive metalcore'],,,,,,,,,,,,,,,
546,['new wave'],,,,,,,,,,,,,,,,,,,,
547,[],,,,,,,,,,,,,,,,,,,,
548,[],,,,,,,,,,,,,,,,,,,,
549,[],,,,,,,,,,,,,,,,,,,,
550,[],,,,,,,,,,,,,,,,,,,,
551,['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism'],,,,,,,,,,,,,,,,
552,[],,,,,,,,,,,,,,,,,,,,
553,[],,,,,,,,,,,,,,,,,,,,
554,['folk punk', 'gainesville indie', 'orgcore', 'punk', 'skate punk'],,,,,,,,,,,,,,,,
555,['neon pop punk', 'pixie', 'pop punk', 'viral pop'],,,,,,,,,,,,,,,,,
556,['action rock'],,,,,,,,,,,,,,,,,,,,
557,[],,,,,,,,,,,,,,,,,,,,
558,[],,,,,,,,,,,,,,,,,,,,
559,[],,,,,,,,,,,,,,,,,,,,
560,[],,,,,,,,,,,,,,,,,,,,
561,['hardcore punk', 'punk', 'skate punk', 'surf punk'],,,,,,,,,,,,,,,,,
562,['dark post-punk', 'ebm', 'grave wave', 'minimal wave', 'swedish synth'],,,,,,,,,,,,,,,,
563,['melodic thrash', 'metal', 'neo-trad metal', 'nwothm', 'old school thrash', 'speed metal', 'thrash metal', 'us power metal'],,,,,,,,,,,,,
564,[],,,,,,,,,,,,,,,,,,,,
565,[],,,,,,,,,,,,,,,,,,,,
566,['bubble trance', 'hard house'],,,,,,,,,,,,,,,,,,,
567,['classical mezzo-soprano', 'classical performance', 'opera'],,,,,,,,,,,,,,,,,,
568,['classical soprano'],,,,,,,,,,,,,,,,,,,,
569,['drama'],,,,,,,,,,,,,,,,,,,,
570,['chamber pop'],,,,,,,,,,,,,,,,,,,,
571,[],,,,,,,,,,,,,,,,,,,,
572,['classic swedish pop', 'europop', 'new wave pop'],,,,,,,,,,,,,,,,,,
573,['chicano punk', 'crossover thrash', 'hardcore', 'hardcore punk', 'nyhc', 'oi', 'old school thrash', 'punk', 'straight edge'],,,,,,,,,,,,
574,['electronica', 'microhouse', 'minimal techno', 'new french touch', 'organic house', 'tech house'],,,,,,,,,,,,,,,
575,['aggrotech', 'dark electro', 'ebm', 'electro-industrial'],,,,,,,,,,,,,,,,,
576,[],,,,,,,,,,,,,,,,,,,,
577,['chilean rock'],,,,,,,,,,,,,,,,,,,,
578,[],,,,,,,,,,,,,,,,,,,,
579,['k-rap'],,,,,,,,,,,,,,,,,,,,
580,[],,,,,,,,,,,,,,,,,,,,
581,['classical guitar', 'guitarra clasica', 'latin classical', 'polca paraguaya'],,,,,,,,,,,,,,,,,
582,['vintage tango'],,,,,,,,,,,,,,,,,,,,
583,['bolero', 'bolero mexicano'],,,,,,,,,,,,,,,,,,,
584,[],,,,,,,,,,,,,,,,,,,,
585,['arab pop'],,,,,,,,,,,,,,,,,,,,
586,['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz'],,,,,,,,,,
587,[],,,,,,,,,,,,,,,,,,,,
588,['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'soul jazz', 'stride'],,,,,,,,,,,,,
589,[],,,,,,,,,,,,,,,,,,,,
590,[],,,,,,,,,,,,,,,,,,,,
591,['afghan pop', 'afghan traditional'],,,,,,,,,,,,,,,,,,,
592,[],,,,,,,,,,,,,,,,,,,,
593,['progressive house', 'progressive trance', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,
594,[],,,,,,,,,,,,,,,,,,,,
595,['progressive trance', 'progressive uplifting trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,
596,[],,,,,,,,,,,,,,,,,,,,
597,['turkish folk'],,,,,,,,,,,,,,,,,,,,
598,[],,,,,,,,,,,,,,,,,,,,
599,['thai folk rock'],,,,,,,,,,,,,,,,,,,,
600,[],,,,,,,,,,,,,,,,,,,,
601,['bolero', 'mariachi', 'ranchera'],,,,,,,,,,,,,,,,,,
602,['scottish fiddle', 'scottish folk'],,,,,,,,,,,,,,,,,,,
603,[],,,,,,,,,,,,,,,,,,,,
604,['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,,
605,['chillhop', 'lo-fi beats'],,,,,,,,,,,,,,,,,,,
606,[],,,,,,,,,,,,,,,,,,,,
607,['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock'],,,,,,,,,,,,,,,,
608,['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock'],,,,,,,,,,,,,,,,
609,['progressive trance', 'progressive uplifting trance', 'russian trance', 'uplifting trance'],,,,,,,,,,,,,,,,,
610,['celtic', 'new age', 'string folk'],,,,,,,,,,,,,,,,,,
611,[],,,,,,,,,,,,,,,,,,,,
612,['pop punk', 'pop rock', 'socal pop punk'],,,,,,,,,,,,,,,,,,
613,['adult standards', 'mellow gold', 'soft rock'],,,,,,,,,,,,,,,,,,
614,['folk-pop', 'hopebeat', 'indie poptimism', 'indiecoustica', 'shimmer pop', 'shiver pop', 'stomp and holler'],,,,,,,,,,,,,,
615,['progressive house', 'trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,
616,['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'stomp and holler'],,,,,,,,,,,,,,
617,['glam metal', 'hard rock', 'metal', 'rock', 'wrestling'],,,,,,,,,,,,,,,,
618,['deep soft rock', 'yacht rock'],,,,,,,,,,,,,,,,,,,
619,[],,,,,,,,,,,,,,,,,,,,
620,[],,,,,,,,,,,,,,,,,,,,
621,['pop punk', 'pop rock', 'socal pop punk'],,,,,,,,,,,,,,,,,,
622,['australian house'],,,,,,,,,,,,,,,,,,,,
623,[],,,,,,,,,,,,,,,,,,,,
624,['re:techno'],,,,,,,,,,,,,,,,,,,,
625,[],,,,,,,,,,,,,,,,,,,,
626,[],,,,,,,,,,,,,,,,,,,,
627,['turkish jazz', 'turkish pop', 'turkish psych'],,,,,,,,,,,,,,,,,,
628,[],,,,,,,,,,,,,,,,,,,,
629,[],,,,,,,,,,,,,,,,,,,,
630,['mongolian hip hop', 'mongolian pop'],,,,,,,,,,,,,,,,,,,
631,['trap venezolano', 'venezuelan hip hop'],,,,,,,,,,,,,,,,,,,
632,['barockinterpreten', 'baroque ensemble', 'choral', 'classical performance', 'historically informed performance'],,,,,,,,,,,,,,,,
633,['conscious hip hop', 'grime', 'political hip hop'],,,,,,,,,,,,,,,,,,
634,[],,,,,,,,,,,,,,,,,,,,
635,['otacore'],,,,,,,,,,,,,,,,,,,,
636,['uplifting trance'],,,,,,,,,,,,,,,,,,,,
637,[],,,,,,,,,,,,,,,,,,,,
638,['country', 'country road', 'country rock', 'modern country rock'],,,,,,,,,,,,,,,,,
639,['j-pop', 'japanese new wave', 'kayokyoku', 'techno kayo'],,,,,,,,,,,,,,,,,
640,['east coast hip hop', 'hardcore hip hop', 'queens hip hop'],,,,,,,,,,,,,,,,,,
641,['classic japanese jazz'],,,,,,,,,,,,,,,,,,,,
642,['japanese jazz'],,,,,,,,,,,,,,,,,,,,
643,[],,,,,,,,,,,,,,,,,,,,
644,['dance pop'],,,,,,,,,,,,,,,,,,,,
645,['modern bollywood'],,,,,,,,,,,,,,,,,,,,
646,['australian alternative pop'],,,,,,,,,,,,,,,,,,,,
647,['chicano rap', 'latin hip hop', 'mexican hip hop'],,,,,,,,,,,,,,,,,,
648,['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk'],,,,,,,,,,,,,,,,,
649,['funk', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary'],,,,,,,,,,,,,,,
650,['classic italian pop'],,,,,,,,,,,,,,,,,,,,
651,[],,,,,,,,,,,,,,,,,,,,
652,['adult standards', 'big band', 'british dance band', 'swing'],,,,,,,,,,,,,,,,,
653,['adult standards', 'easy listening', 'exotica', 'lounge'],,,,,,,,,,,,,,,,,
654,[],,,,,,,,,,,,,,,,,,,,
655,[],,,,,,,,,,,,,,,,,,,,
656,['bebop', 'cool jazz', 'hard bop', 'jazz saxophone'],,,,,,,,,,,,,,,,,
657,[],,,,,,,,,,,,,,,,,,,,
658,['country boogie'],,,,,,,,,,,,,,,,,,,,
659,['flamenco guitar', 'jazz fusion', 'jazz guitar'],,,,,,,,,,,,,,,,,,
660,[],,,,,,,,,,,,,,,,,,,,
661,[],,,,,,,,,,,,,,,,,,,,
662,['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul'],,,,,,,,,,,,,,
663,['kirtan', 'meditation', 'new tribe', 'sitar', 'world fusion'],,,,,,,,,,,,,,,,
664,[],,,,,,,,,,,,,,,,,,,,
665,['jazz trio'],,,,,,,,,,,,,,,,,,,,
666,[],,,,,,,,,,,,,,,,,,,,
667,[],,,,,,,,,,,,,,,,,,,,
668,['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop'],,,,,,,,,,,,,,
669,[],,,,,,,,,,,,,,,,,,,,
670,['post-romantic era', 'swedish classical'],,,,,,,,,,,,,,,,,,,
671,['new mexico music'],,,,,,,,,,,,,,,,,,,,
672,['new mexico music'],,,,,,,,,,,,,,,,,,,,
673,['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'vocal jazz', 'yacht rock'],,,,,,,,,,,,,,
674,['background music'],,,,,,,,,,,,,,,,,,,,
675,['big band', 'swing', 'tin pan alley'],,,,,,,,,,,,,,,,,,
676,['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock keyboard'],,,,,,,,,,,,,
677,['adult standards', 'brill building pop', 'easy listening', 'lounge'],,,,,,,,,,,,,,,,,
678,[],,,,,,,,,,,,,,,,,,,,
679,['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock'],,,,,,,,,,
680,['tin pan alley'],,,,,,,,,,,,,,,,,,,,
681,[],,,,,,,,,,,,,,,,,,,,
682,['classic soul', 'motown', 'northern soul'],,,,,,,,,,,,,,,,,,
683,[],,,,,,,,,,,,,,,,,,,,
684,['arab alternative'],,,,,,,,,,,,,,,,,,,,
685,['country', 'country road', 'country rock'],,,,,,,,,,,,,,,,,,
686,[],,,,,,,,,,,,,,,,,,,,
687,['alabama indie', 'indie rock', 'modern blues rock', 'rock'],,,,,,,,,,,,,,,,,
688,['arab pop'],,,,,,,,,,,,,,,,,,,,
689,['corrido', 'duranguense', 'regional mexican'],,,,,,,,,,,,,,,,,,
690,[],,,,,,,,,,,,,,,,,,,,
691,['chanson', 'ye ye'],,,,,,,,,,,,,,,,,,,
692,['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise'],,,,,,,,,,,,,,,,
693,['broadway'],,,,,,,,,,,,,,,,,,,,
694,[],,,,,,,,,,,,,,,,,,,,
695,['classical piano', 'french classical piano'],,,,,,,,,,,,,,,,,,,
696,['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise'],,,,,,,,,,,,,,,,
697,[],,,,,,,,,,,,,,,,,,,,
698,['pinoy rock'],,,,,,,,,,,,,,,,,,,,
699,['library music', 'operetta'],,,,,,,,,,,,,,,,,,,
700,[],,,,,,,,,,,,,,,,,,,,
701,['broadway', 'show tunes'],,,,,,,,,,,,,,,,,,,
702,[],,,,,,,,,,,,,,,,,,,,
703,[],,,,,,,,,,,,,,,,,,,,
704,[],,,,,,,,,,,,,,,,,,,,
705,[],,,,,,,,,,,,,,,,,,,,
706,['classical performance', 'orchestral performance'],,,,,,,,,,,,,,,,,,,
707,[],,,,,,,,,,,,,,,,,,,,
708,['exotica', 'library music', 'lounge', 'spytrack'],,,,,,,,,,,,,,,,,
709,['classic soundtrack', 'horror synth', 'soundtrack'],,,,,,,,,,,,,,,,,,
710,['contemporary country', 'country', 'country road'],,,,,,,,,,,,,,,,,,
711,[],,,,,,,,,,,,,,,,,,,,
712,[],,,,,,,,,,,,,,,,,,,,
713,['appalachian folk', 'spirituals', 'traditional blues', 'traditional folk'],,,,,,,,,,,,,,,,,
714,[],,,,,,,,,,,,,,,,,,,,
715,['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes'],,,,,,,,,,,,,,,,
716,['american folk revival'],,,,,,,,,,,,,,,,,,,,
717,[],,,,,,,,,,,,,,,,,,,,
718,['library music', 'spytrack'],,,,,,,,,,,,,,,,,,,
719,['progressive trance', 'progressive uplifting trance', 'uplifting trance'],,,,,,,,,,,,,,,,,,
720,['library music', 'spytrack'],,,,,,,,,,,,,,,,,,,
721,['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock'],,,,,,,,,,,,,,
722,['soundtrack'],,,,,,,,,,,,,,,,,,,,
723,['classic italian pop', 'italian adult pop'],,,,,,,,,,,,,,,,,,,
724,['c-pop', 'cantopop', 'classic cantopop'],,,,,,,,,,,,,,,,,,
725,[],,,,,,,,,,,,,,,,,,,,
726,[],,,,,,,,,,,,,,,,,,,,
727,['no wave', 'post-punk', 'synth punk'],,,,,,,,,,,,,,,,,,
728,['electro house'],,,,,,,,,,,,,,,,,,,,
729,['free folk'],,,,,,,,,,,,,,,,,,,,
730,[],,,,,,,,,,,,,,,,,,,,
731,[],,,,,,,,,,,,,,,,,,,,
732,[],,,,,,,,,,,,,,,,,,,,
733,['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter'],,,,,,,,,,,,,,,,
734,['classic canadian rock', 'new wave pop'],,,,,,,,,,,,,,,,,,,
735,['compositional ambient', 'focus'],,,,,,,,,,,,,,,,,,,
736,['celtic', 'irish folk', 'jig and reel', 'scottish fiddle', 'scottish folk', 'string folk'],,,,,,,,,,,,,,,
737,['spanish new wave', 'spanish pop', 'spanish synthpop'],,,,,,,,,,,,,,,,,,
738,['spanish new wave'],,,,,,,,,,,,,,,,,,,,
739,[],,,,,,,,,,,,,,,,,,,,
740,['bossa nova', 'velha guarda'],,,,,,,,,,,,,,,,,,,
741,['classical', 'classical performance', 'streichquartett', 'string quartet'],,,,,,,,,,,,,,,,,
742,['classical', 'classical performance', 'streichquartett', 'string quartet'],,,,,,,,,,,,,,,,,
743,[],,,,,,,,,,,,,,,,,,,,
744,['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk'],,,,,,,,,,,,,,,,,
745,['boogie-woogie'],,,,,,,,,,,,,,,,,,,,
746,['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone'],,,,,,,,,,,,,,,
747,['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues'],,,,,,,,,,,,,,,,
748,[],,,,,,,,,,,,,,,,,,,,
749,['dance-punk', 'garage rock', 'indie rock', 'modern rock', 'punk blues', 'rock'],,,,,,,,,,,,,,,
750,[],,,,,,,,,,,,,,,,,,,,
751,['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues'],,,,,,,,,,,,,,
752,[],,,,,,,,,,,,,,,,,,,,
753,['classical era', 'german opera', 'german romanticism'],,,,,,,,,,,,,,,,,,
754,['vintage chanson'],,,,,,,,,,,,,,,,,,,,
755,[],,,,,,,,,,,,,,,,,,,,
756,[],,,,,,,,,,,,,,,,,,,,
757,['harlem renaissance'],,,,,,,,,,,,,,,,,,,,
